complaint_id,text,category,priority,sentiment,resolution_time
9472,Product stopped working,Product,High,Angry,33
9473,Inquiry about pricing,Trade,Low,Neutral,13
9474,Need bulk order details,Trade,Medium,Neutral,44
9475,Defective item received,Product,High,Angry,2
9476,Inquiry about pricing,Trade,Low,Neutral,41
9477,Damaged packaging,Packaging,High,Frustrated,55
9478,Box was broken,Packaging,High,Frustrated,53
9479,Box was broken,Packaging,High,Frustrated,31
9480,Inquiry about pricing,Trade,Low,Neutral,40
9481,Box was broken,Packaging,High,Frustrated,59
9482,Trade-related query,Trade,Low,Neutral,1
9483,Inquiry about pricing,Trade,Low,Neutral,16
9484,Product malfunctioning,Product,High,Angry,45
9485,Damaged packaging,Packaging,High,Frustrated,28
9486,Product malfunctioning,Product,High,Angry,28
9487,Inquiry about pricing,Trade,Low,Neutral,31
9488,Trade-related query,Trade,Low,Neutral,13
9489,Trade-related query,Trade,Low,Neutral,62
9490,Damaged packaging,Packaging,High,Frustrated,69
9491,Product stopped working,Product,High,Angry,32
9492,Poor packaging quality,Packaging,Medium,Sad,64
9493,Defective item received,Product,High,Angry,39
9494,Inquiry about pricing,Trade,Low,Neutral,13
9495,Poor packaging quality,Packaging,Medium,Sad,41
9496,Need bulk order details,Trade,Medium,Neutral,25
9497,Poor packaging quality,Packaging,Medium,Sad,17
9498,Damaged packaging,Packaging,High,Frustrated,13
9499,Damaged packaging,Packaging,High,Frustrated,61
9500,Product stopped working,Product,High,Angry,23
9501,Box was broken,Packaging,High,Frustrated,40
9502,Need bulk order details,Trade,Medium,Neutral,25
9503,Need bulk order details,Trade,Medium,Neutral,44
9504,Product malfunctioning,Product,High,Angry,60
9505,Defective item received,Product,High,Angry,15
9506,Trade-related query,Trade,Low,Neutral,43
9507,Box was broken,Packaging,High,Frustrated,40
9508,Trade-related query,Trade,Low,Neutral,61
9509,Product malfunctioning,Product,High,Angry,15
9510,Poor packaging quality,Packaging,Medium,Sad,61
9511,Inquiry about pricing,Trade,Low,Neutral,62
9512,Product malfunctioning,Product,High,Angry,24
9513,Damaged packaging,Packaging,High,Frustrated,54
9514,Product malfunctioning,Product,High,Angry,20
9515,Product malfunctioning,Product,High,Angry,71
9516,Need bulk order details,Trade,Medium,Neutral,32
9517,Product malfunctioning,Product,High,Angry,70
9518,Damaged packaging,Packaging,High,Frustrated,57
9519,Box was broken,Packaging,High,Frustrated,2
9520,Need bulk order details,Trade,Medium,Neutral,36
9521,Trade-related query,Trade,Low,Neutral,44
9522,Damaged packaging,Packaging,High,Frustrated,49
9523,Damaged packaging,Packaging,High,Frustrated,22
9524,Inquiry about pricing,Trade,Low,Neutral,54
9525,Box was broken,Packaging,High,Frustrated,67
9526,Need bulk order details,Trade,Medium,Neutral,54
9527,Box was broken,Packaging,High,Frustrated,58
9528,Product malfunctioning,Product,High,Angry,61
9529,Trade-related query,Trade,Low,Neutral,10
9530,Trade-related query,Trade,Low,Neutral,50
9531,Box was broken,Packaging,High,Frustrated,71
9532,Inquiry about pricing,Trade,Low,Neutral,46
9533,Product malfunctioning,Product,High,Angry,48
9534,Product malfunctioning,Product,High,Angry,51
9535,Box was broken,Packaging,High,Frustrated,49
9536,Product stopped working,Product,High,Angry,72
9537,Box was broken,Packaging,High,Frustrated,38
9538,Trade-related query,Trade,Low,Neutral,71
9539,Box was broken,Packaging,High,Frustrated,10
9540,Need bulk order details,Trade,Medium,Neutral,72
9541,Defective item received,Product,High,Angry,34
9542,Poor packaging quality,Packaging,Medium,Sad,58
9543,Poor packaging quality,Packaging,Medium,Sad,6
9544,Damaged packaging,Packaging,High,Frustrated,2
9545,Damaged packaging,Packaging,High,Frustrated,26
9546,Need bulk order details,Trade,Medium,Neutral,45
9547,Trade-related query,Trade,Low,Neutral,69
9548,Product malfunctioning,Product,High,Angry,14
9549,Poor packaging quality,Packaging,Medium,Sad,43
9550,Poor packaging quality,Packaging,Medium,Sad,51
9551,Box was broken,Packaging,High,Frustrated,41
9552,Poor packaging quality,Packaging,Medium,Sad,46
9553,Product stopped working,Product,High,Angry,1
9554,Inquiry about pricing,Trade,Low,Neutral,65
9555,Poor packaging quality,Packaging,Medium,Sad,7
9556,Damaged packaging,Packaging,High,Frustrated,34
9557,Inquiry about pricing,Trade,Low,Neutral,20
9558,Damaged packaging,Packaging,High,Frustrated,46
9559,Need bulk order details,Trade,Medium,Neutral,2
9560,Box was broken,Packaging,High,Frustrated,32
9561,Inquiry about pricing,Trade,Low,Neutral,65
9562,Defective item received,Product,High,Angry,52
9563,Box was broken,Packaging,High,Frustrated,32
9564,Damaged packaging,Packaging,High,Frustrated,72
9565,Defective item received,Product,High,Angry,21
9566,Trade-related query,Trade,Low,Neutral,3
9567,Need bulk order details,Trade,Medium,Neutral,6
9568,Product stopped working,Product,High,Angry,2
9569,Trade-related query,Trade,Low,Neutral,17
9570,Trade-related query,Trade,Low,Neutral,32
9571,Trade-related query,Trade,Low,Neutral,56
9572,Need bulk order details,Trade,Medium,Neutral,46
9573,Trade-related query,Trade,Low,Neutral,43
9574,Damaged packaging,Packaging,High,Frustrated,62
9575,Box was broken,Packaging,High,Frustrated,12
9576,Trade-related query,Trade,Low,Neutral,11
9577,Product malfunctioning,Product,High,Angry,25
9578,Trade-related query,Trade,Low,Neutral,62
9579,Inquiry about pricing,Trade,Low,Neutral,59
9580,Box was broken,Packaging,High,Frustrated,60
9581,Trade-related query,Trade,Low,Neutral,39
9582,Product stopped working,Product,High,Angry,32
9583,Need bulk order details,Trade,Medium,Neutral,47
9584,Product stopped working,Product,High,Angry,5
9585,Product malfunctioning,Product,High,Angry,30
9586,Trade-related query,Trade,Low,Neutral,44
9587,Need bulk order details,Trade,Medium,Neutral,70
9588,Product stopped working,Product,High,Angry,11
9589,Damaged packaging,Packaging,High,Frustrated,7
9590,Product stopped working,Product,High,Angry,7
9591,Product malfunctioning,Product,High,Angry,40
9592,Box was broken,Packaging,High,Frustrated,58
9593,Box was broken,Packaging,High,Frustrated,26
9594,Need bulk order details,Trade,Medium,Neutral,66
9595,Box was broken,Packaging,High,Frustrated,51
9596,Defective item received,Product,High,Angry,14
9597,Poor packaging quality,Packaging,Medium,Sad,24
9598,Box was broken,Packaging,High,Frustrated,61
9599,Product malfunctioning,Product,High,Angry,18
9600,Inquiry about pricing,Trade,Low,Neutral,3
9601,Damaged packaging,Packaging,High,Frustrated,1
9602,Trade-related query,Trade,Low,Neutral,20
9603,Damaged packaging,Packaging,High,Frustrated,26
9604,Poor packaging quality,Packaging,Medium,Sad,65
9605,Need bulk order details,Trade,Medium,Neutral,51
9606,Box was broken,Packaging,High,Frustrated,68
9607,Defective item received,Product,High,Angry,7
9608,Box was broken,Packaging,High,Frustrated,62
9609,Box was broken,Packaging,High,Frustrated,28
9610,Product malfunctioning,Product,High,Angry,52
9611,Need bulk order details,Trade,Medium,Neutral,71
9612,Trade-related query,Trade,Low,Neutral,34
9613,Inquiry about pricing,Trade,Low,Neutral,29
9614,Box was broken,Packaging,High,Frustrated,20
9615,Box was broken,Packaging,High,Frustrated,40
9616,Poor packaging quality,Packaging,Medium,Sad,71
9617,Product stopped working,Product,High,Angry,70
9618,Trade-related query,Trade,Low,Neutral,37
9619,Box was broken,Packaging,High,Frustrated,7
9620,Defective item received,Product,High,Angry,69
9621,Product malfunctioning,Product,High,Angry,26
9622,Poor packaging quality,Packaging,Medium,Sad,17
9623,Damaged packaging,Packaging,High,Frustrated,46
9624,Defective item received,Product,High,Angry,37
9625,Need bulk order details,Trade,Medium,Neutral,29
9626,Defective item received,Product,High,Angry,59
9627,Inquiry about pricing,Trade,Low,Neutral,72
9628,Product malfunctioning,Product,High,Angry,49
9629,Need bulk order details,Trade,Medium,Neutral,44
9630,Box was broken,Packaging,High,Frustrated,49
9631,Product stopped working,Product,High,Angry,40
9632,Product stopped working,Product,High,Angry,52
9633,Poor packaging quality,Packaging,Medium,Sad,56
9634,Damaged packaging,Packaging,High,Frustrated,12
9635,Box was broken,Packaging,High,Frustrated,21
9636,Poor packaging quality,Packaging,Medium,Sad,22
9637,Box was broken,Packaging,High,Frustrated,57
9638,Need bulk order details,Trade,Medium,Neutral,60
9639,Product stopped working,Product,High,Angry,41
9640,Defective item received,Product,High,Angry,37
9641,Poor packaging quality,Packaging,Medium,Sad,23
9642,Inquiry about pricing,Trade,Low,Neutral,35
9643,Damaged packaging,Packaging,High,Frustrated,51
9644,Poor packaging quality,Packaging,Medium,Sad,38
9645,Trade-related query,Trade,Low,Neutral,10
9646,Poor packaging quality,Packaging,Medium,Sad,37
9647,Trade-related query,Trade,Low,Neutral,7
9648,Box was broken,Packaging,High,Frustrated,30
9649,Inquiry about pricing,Trade,Low,Neutral,50
9650,Defective item received,Product,High,Angry,21
9651,Need bulk order details,Trade,Medium,Neutral,67
9652,Inquiry about pricing,Trade,Low,Neutral,41
9653,Trade-related query,Trade,Low,Neutral,28
9654,Inquiry about pricing,Trade,Low,Neutral,72
9655,Need bulk order details,Trade,Medium,Neutral,62
9656,Inquiry about pricing,Trade,Low,Neutral,37
9657,Product stopped working,Product,High,Angry,21
9658,Product stopped working,Product,High,Angry,2
9659,Defective item received,Product,High,Angry,2
9660,Poor packaging quality,Packaging,Medium,Sad,51
9661,Product malfunctioning,Product,High,Angry,6
9662,Product malfunctioning,Product,High,Angry,52
9663,Poor packaging quality,Packaging,Medium,Sad,65
9664,Damaged packaging,Packaging,High,Frustrated,72
9665,Need bulk order details,Trade,Medium,Neutral,72
9666,Need bulk order details,Trade,Medium,Neutral,6
9667,Trade-related query,Trade,Low,Neutral,5
9668,Damaged packaging,Packaging,High,Frustrated,68
9669,Damaged packaging,Packaging,High,Frustrated,63
9670,Product malfunctioning,Product,High,Angry,68
9671,Need bulk order details,Trade,Medium,Neutral,21
9672,Trade-related query,Trade,Low,Neutral,63
9673,Product stopped working,Product,High,Angry,5
9674,Product malfunctioning,Product,High,Angry,65
9675,Damaged packaging,Packaging,High,Frustrated,16
9676,Damaged packaging,Packaging,High,Frustrated,63
9677,Product malfunctioning,Product,High,Angry,18
9678,Need bulk order details,Trade,Medium,Neutral,21
9679,Poor packaging quality,Packaging,Medium,Sad,49
9680,Damaged packaging,Packaging,High,Frustrated,62
9681,Damaged packaging,Packaging,High,Frustrated,65
9682,Poor packaging quality,Packaging,Medium,Sad,4
9683,Product malfunctioning,Product,High,Angry,36
9684,Defective item received,Product,High,Angry,44
9685,Trade-related query,Trade,Low,Neutral,49
9686,Product stopped working,Product,High,Angry,17
9687,Damaged packaging,Packaging,High,Frustrated,43
9688,Product malfunctioning,Product,High,Angry,38
9689,Need bulk order details,Trade,Medium,Neutral,26
9690,Need bulk order details,Trade,Medium,Neutral,42
9691,Box was broken,Packaging,High,Frustrated,66
9692,Defective item received,Product,High,Angry,21
9693,Product malfunctioning,Product,High,Angry,6
9694,Need bulk order details,Trade,Medium,Neutral,22
9695,Product stopped working,Product,High,Angry,23
9696,Poor packaging quality,Packaging,Medium,Sad,7
9697,Defective item received,Product,High,Angry,41
9698,Defective item received,Product,High,Angry,46
9699,Inquiry about pricing,Trade,Low,Neutral,14
9700,Defective item received,Product,High,Angry,22
9701,Defective item received,Product,High,Angry,27
9702,Product malfunctioning,Product,High,Angry,59
9703,Inquiry about pricing,Trade,Low,Neutral,43
9704,Box was broken,Packaging,High,Frustrated,43
9705,Poor packaging quality,Packaging,Medium,Sad,19
9706,Box was broken,Packaging,High,Frustrated,41
9707,Box was broken,Packaging,High,Frustrated,63
9708,Product stopped working,Product,High,Angry,39
9709,Product malfunctioning,Product,High,Angry,13
9710,Box was broken,Packaging,High,Frustrated,15
9711,Product stopped working,Product,High,Angry,35
9712,Damaged packaging,Packaging,High,Frustrated,20
9713,Damaged packaging,Packaging,High,Frustrated,23
9714,Box was broken,Packaging,High,Frustrated,34
9715,Inquiry about pricing,Trade,Low,Neutral,53
9716,Inquiry about pricing,Trade,Low,Neutral,55
9717,Trade-related query,Trade,Low,Neutral,36
9718,Defective item received,Product,High,Angry,4
9719,Poor packaging quality,Packaging,Medium,Sad,46
9720,Defective item received,Product,High,Angry,60
9721,Product stopped working,Product,High,Angry,14
9722,Box was broken,Packaging,High,Frustrated,36
9723,Poor packaging quality,Packaging,Medium,Sad,1
9724,Box was broken,Packaging,High,Frustrated,14
9725,Need bulk order details,Trade,Medium,Neutral,68
9726,Inquiry about pricing,Trade,Low,Neutral,26
9727,Need bulk order details,Trade,Medium,Neutral,19
9728,Inquiry about pricing,Trade,Low,Neutral,13
9729,Product malfunctioning,Product,High,Angry,30
9730,Need bulk order details,Trade,Medium,Neutral,45
9731,Poor packaging quality,Packaging,Medium,Sad,13
9732,Damaged packaging,Packaging,High,Frustrated,31
9733,Need bulk order details,Trade,Medium,Neutral,12
9734,Defective item received,Product,High,Angry,72
9735,Inquiry about pricing,Trade,Low,Neutral,19
9736,Damaged packaging,Packaging,High,Frustrated,13
9737,Defective item received,Product,High,Angry,51
9738,Need bulk order details,Trade,Medium,Neutral,29
9739,Damaged packaging,Packaging,High,Frustrated,43
9740,Inquiry about pricing,Trade,Low,Neutral,52
9741,Need bulk order details,Trade,Medium,Neutral,72
9742,Defective item received,Product,High,Angry,43
9743,Defective item received,Product,High,Angry,57
9744,Product stopped working,Product,High,Angry,24
9745,Trade-related query,Trade,Low,Neutral,40
9746,Defective item received,Product,High,Angry,48
9747,Trade-related query,Trade,Low,Neutral,43
9748,Trade-related query,Trade,Low,Neutral,15
9749,Box was broken,Packaging,High,Frustrated,49
9750,Defective item received,Product,High,Angry,7
9751,Trade-related query,Trade,Low,Neutral,11
9752,Product stopped working,Product,High,Angry,70
9753,Poor packaging quality,Packaging,Medium,Sad,57
9754,Poor packaging quality,Packaging,Medium,Sad,63
9755,Poor packaging quality,Packaging,Medium,Sad,43
9756,Product stopped working,Product,High,Angry,61
9757,Inquiry about pricing,Trade,Low,Neutral,13
9758,Box was broken,Packaging,High,Frustrated,66
9759,Product stopped working,Product,High,Angry,14
9760,Defective item received,Product,High,Angry,46
9761,Defective item received,Product,High,Angry,61
9762,Inquiry about pricing,Trade,Low,Neutral,1
9763,Trade-related query,Trade,Low,Neutral,41
9764,Product malfunctioning,Product,High,Angry,21
9765,Trade-related query,Trade,Low,Neutral,26
9766,Inquiry about pricing,Trade,Low,Neutral,59
9767,Box was broken,Packaging,High,Frustrated,27
9768,Product malfunctioning,Product,High,Angry,31
9769,Need bulk order details,Trade,Medium,Neutral,39
9770,Box was broken,Packaging,High,Frustrated,70
9771,Damaged packaging,Packaging,High,Frustrated,7
9772,Product malfunctioning,Product,High,Angry,23
9773,Box was broken,Packaging,High,Frustrated,17
9774,Poor packaging quality,Packaging,Medium,Sad,22
9775,Product malfunctioning,Product,High,Angry,48
9776,Poor packaging quality,Packaging,Medium,Sad,2
9777,Box was broken,Packaging,High,Frustrated,36
9778,Inquiry about pricing,Trade,Low,Neutral,59
9779,Product malfunctioning,Product,High,Angry,16
9780,Product malfunctioning,Product,High,Angry,72
9781,Inquiry about pricing,Trade,Low,Neutral,9
9782,Product stopped working,Product,High,Angry,27
9783,Need bulk order details,Trade,Medium,Neutral,31
9784,Product malfunctioning,Product,High,Angry,1
9785,Need bulk order details,Trade,Medium,Neutral,27
9786,Need bulk order details,Trade,Medium,Neutral,43
9787,Need bulk order details,Trade,Medium,Neutral,18
9788,Trade-related query,Trade,Low,Neutral,50
9789,Poor packaging quality,Packaging,Medium,Sad,39
9790,Product stopped working,Product,High,Angry,17
9791,Need bulk order details,Trade,Medium,Neutral,59
9792,Product stopped working,Product,High,Angry,26
9793,Product stopped working,Product,High,Angry,31
9794,Poor packaging quality,Packaging,Medium,Sad,46
9795,Poor packaging quality,Packaging,Medium,Sad,54
9796,Trade-related query,Trade,Low,Neutral,7
9797,Product stopped working,Product,High,Angry,2
9798,Defective item received,Product,High,Angry,30
9799,Need bulk order details,Trade,Medium,Neutral,2
9800,Inquiry about pricing,Trade,Low,Neutral,50
9801,Product malfunctioning,Product,High,Angry,24
9802,Need bulk order details,Trade,Medium,Neutral,14
9803,Trade-related query,Trade,Low,Neutral,2
9804,Poor packaging quality,Packaging,Medium,Sad,35
9805,Product malfunctioning,Product,High,Angry,29
9806,Product stopped working,Product,High,Angry,8
9807,Trade-related query,Trade,Low,Neutral,49
9808,Product stopped working,Product,High,Angry,68
9809,Product stopped working,Product,High,Angry,69
9810,Defective item received,Product,High,Angry,19
9811,Product stopped working,Product,High,Angry,27
9812,Defective item received,Product,High,Angry,27
9813,Poor packaging quality,Packaging,Medium,Sad,42
9814,Defective item received,Product,High,Angry,23
9815,Inquiry about pricing,Trade,Low,Neutral,66
9816,Product malfunctioning,Product,High,Angry,25
9817,Defective item received,Product,High,Angry,62
9818,Inquiry about pricing,Trade,Low,Neutral,22
9819,Need bulk order details,Trade,Medium,Neutral,55
9820,Need bulk order details,Trade,Medium,Neutral,65
9821,Product malfunctioning,Product,High,Angry,44
9822,Box was broken,Packaging,High,Frustrated,66
9823,Product malfunctioning,Product,High,Angry,20
9824,Product malfunctioning,Product,High,Angry,26
9825,Defective item received,Product,High,Angry,41
9826,Product malfunctioning,Product,High,Angry,10
9827,Poor packaging quality,Packaging,Medium,Sad,64
9828,Product malfunctioning,Product,High,Angry,20
9829,Defective item received,Product,High,Angry,17
9830,Box was broken,Packaging,High,Frustrated,10
9831,Defective item received,Product,High,Angry,42
9832,Inquiry about pricing,Trade,Low,Neutral,1
9833,Product stopped working,Product,High,Angry,51
9834,Product malfunctioning,Product,High,Angry,14
9835,Damaged packaging,Packaging,High,Frustrated,34
9836,Inquiry about pricing,Trade,Low,Neutral,5
9837,Trade-related query,Trade,Low,Neutral,66
9838,Product malfunctioning,Product,High,Angry,46
9839,Poor packaging quality,Packaging,Medium,Sad,25
9840,Trade-related query,Trade,Low,Neutral,22
9841,Defective item received,Product,High,Angry,57
9842,Inquiry about pricing,Trade,Low,Neutral,10
9843,Box was broken,Packaging,High,Frustrated,3
9844,Need bulk order details,Trade,Medium,Neutral,55
9845,Box was broken,Packaging,High,Frustrated,18
9846,Damaged packaging,Packaging,High,Frustrated,69
9847,Product malfunctioning,Product,High,Angry,19
9848,Defective item received,Product,High,Angry,55
9849,Box was broken,Packaging,High,Frustrated,41
9850,Product malfunctioning,Product,High,Angry,33
9851,Product malfunctioning,Product,High,Angry,65
9852,Trade-related query,Trade,Low,Neutral,7
9853,Trade-related query,Trade,Low,Neutral,61
9854,Product malfunctioning,Product,High,Angry,70
9855,Box was broken,Packaging,High,Frustrated,23
9856,Inquiry about pricing,Trade,Low,Neutral,34
9857,Box was broken,Packaging,High,Frustrated,14
9858,Product malfunctioning,Product,High,Angry,36
9859,Defective item received,Product,High,Angry,72
9860,Inquiry about pricing,Trade,Low,Neutral,24
9861,Trade-related query,Trade,Low,Neutral,30
9862,Product stopped working,Product,High,Angry,10
9863,Poor packaging quality,Packaging,Medium,Sad,30
9864,Product stopped working,Product,High,Angry,55
9865,Defective item received,Product,High,Angry,19
9866,Inquiry about pricing,Trade,Low,Neutral,50
9867,Damaged packaging,Packaging,High,Frustrated,4
9868,Trade-related query,Trade,Low,Neutral,45
9869,Inquiry about pricing,Trade,Low,Neutral,59
9870,Trade-related query,Trade,Low,Neutral,66
9871,Inquiry about pricing,Trade,Low,Neutral,64
9872,Defective item received,Product,High,Angry,12
9873,Trade-related query,Trade,Low,Neutral,54
9874,Box was broken,Packaging,High,Frustrated,30
9875,Defective item received,Product,High,Angry,19
9876,Product stopped working,Product,High,Angry,2
9877,Product stopped working,Product,High,Angry,3
9878,Product malfunctioning,Product,High,Angry,55
9879,Product stopped working,Product,High,Angry,66
9880,Inquiry about pricing,Trade,Low,Neutral,44
9881,Product malfunctioning,Product,High,Angry,71
9882,Inquiry about pricing,Trade,Low,Neutral,27
9883,Inquiry about pricing,Trade,Low,Neutral,5
9884,Product malfunctioning,Product,High,Angry,65
9885,Defective item received,Product,High,Angry,68
9886,Box was broken,Packaging,High,Frustrated,56
9887,Inquiry about pricing,Trade,Low,Neutral,5
9888,Product stopped working,Product,High,Angry,23
9889,Trade-related query,Trade,Low,Neutral,39
9890,Product malfunctioning,Product,High,Angry,70
9891,Box was broken,Packaging,High,Frustrated,51
9892,Inquiry about pricing,Trade,Low,Neutral,65
9893,Inquiry about pricing,Trade,Low,Neutral,25
9894,Inquiry about pricing,Trade,Low,Neutral,44
9895,Box was broken,Packaging,High,Frustrated,59
9896,Defective item received,Product,High,Angry,11
9897,Product malfunctioning,Product,High,Angry,19
9898,Damaged packaging,Packaging,High,Frustrated,21
9899,Trade-related query,Trade,Low,Neutral,55
9900,Damaged packaging,Packaging,High,Frustrated,49
9901,Need bulk order details,Trade,Medium,Neutral,67
9902,Box was broken,Packaging,High,Frustrated,36
9903,Defective item received,Product,High,Angry,28
9904,Product malfunctioning,Product,High,Angry,27
9905,Need bulk order details,Trade,Medium,Neutral,26
9906,Need bulk order details,Trade,Medium,Neutral,60
9907,Trade-related query,Trade,Low,Neutral,45
9908,Product stopped working,Product,High,Angry,23
9909,Need bulk order details,Trade,Medium,Neutral,57
9910,Defective item received,Product,High,Angry,48
9911,Box was broken,Packaging,High,Frustrated,8
9912,Product malfunctioning,Product,High,Angry,48
9913,Product malfunctioning,Product,High,Angry,58
9914,Box was broken,Packaging,High,Frustrated,42
9915,Need bulk order details,Trade,Medium,Neutral,27
9916,Box was broken,Packaging,High,Frustrated,48
9917,Inquiry about pricing,Trade,Low,Neutral,33
9918,Damaged packaging,Packaging,High,Frustrated,7
9919,Inquiry about pricing,Trade,Low,Neutral,68
9920,Need bulk order details,Trade,Medium,Neutral,37
9921,Product malfunctioning,Product,High,Angry,54
9922,Defective item received,Product,High,Angry,19
9923,Inquiry about pricing,Trade,Low,Neutral,4
9924,Poor packaging quality,Packaging,Medium,Sad,6
9925,Inquiry about pricing,Trade,Low,Neutral,56
9926,Defective item received,Product,High,Angry,31
9927,Box was broken,Packaging,High,Frustrated,23
9928,Product malfunctioning,Product,High,Angry,45
9929,Defective item received,Product,High,Angry,71
9930,Product stopped working,Product,High,Angry,8
9931,Poor packaging quality,Packaging,Medium,Sad,7
9932,Trade-related query,Trade,Low,Neutral,2
9933,Product stopped working,Product,High,Angry,32
9934,Product stopped working,Product,High,Angry,36
9935,Box was broken,Packaging,High,Frustrated,35
9936,Product stopped working,Product,High,Angry,18
9937,Defective item received,Product,High,Angry,28
9938,Poor packaging quality,Packaging,Medium,Sad,56
9939,Need bulk order details,Trade,Medium,Neutral,43
9940,Trade-related query,Trade,Low,Neutral,29
9941,Product stopped working,Product,High,Angry,37
9942,Poor packaging quality,Packaging,Medium,Sad,1
9943,Damaged packaging,Packaging,High,Frustrated,71
9944,Box was broken,Packaging,High,Frustrated,45
9945,Inquiry about pricing,Trade,Low,Neutral,31
9946,Trade-related query,Trade,Low,Neutral,39
9947,Inquiry about pricing,Trade,Low,Neutral,63
9948,Box was broken,Packaging,High,Frustrated,58
9949,Need bulk order details,Trade,Medium,Neutral,68
9950,Inquiry about pricing,Trade,Low,Neutral,46
9951,Poor packaging quality,Packaging,Medium,Sad,57
9952,Need bulk order details,Trade,Medium,Neutral,55
9953,Product malfunctioning,Product,High,Angry,63
9954,Product malfunctioning,Product,High,Angry,41
9955,Inquiry about pricing,Trade,Low,Neutral,49
9956,Trade-related query,Trade,Low,Neutral,21
9957,Inquiry about pricing,Trade,Low,Neutral,11
9958,Trade-related query,Trade,Low,Neutral,66
9959,Trade-related query,Trade,Low,Neutral,51
9960,Damaged packaging,Packaging,High,Frustrated,65
9961,Defective item received,Product,High,Angry,51
9962,Defective item received,Product,High,Angry,5
9963,Product stopped working,Product,High,Angry,70
9964,Product stopped working,Product,High,Angry,4
9965,Defective item received,Product,High,Angry,21
9966,Poor packaging quality,Packaging,Medium,Sad,4
9967,Box was broken,Packaging,High,Frustrated,18
9968,Trade-related query,Trade,Low,Neutral,21
9969,Poor packaging quality,Packaging,Medium,Sad,72
9970,Inquiry about pricing,Trade,Low,Neutral,8
9971,Product malfunctioning,Product,High,Angry,8
9972,Product stopped working,Product,High,Angry,46
9973,Damaged packaging,Packaging,High,Frustrated,58
9974,Trade-related query,Trade,Low,Neutral,1
9975,Poor packaging quality,Packaging,Medium,Sad,64
9976,Trade-related query,Trade,Low,Neutral,63
9977,Damaged packaging,Packaging,High,Frustrated,28
9978,Need bulk order details,Trade,Medium,Neutral,6
9979,Product stopped working,Product,High,Angry,46
9980,Inquiry about pricing,Trade,Low,Neutral,35
9981,Box was broken,Packaging,High,Frustrated,3
9982,Product stopped working,Product,High,Angry,23
9983,Poor packaging quality,Packaging,Medium,Sad,41
9984,Defective item received,Product,High,Angry,18
9985,Damaged packaging,Packaging,High,Frustrated,24
9986,Need bulk order details,Trade,Medium,Neutral,67
9987,Inquiry about pricing,Trade,Low,Neutral,33
9988,Poor packaging quality,Packaging,Medium,Sad,38
9989,Defective item received,Product,High,Angry,5
9990,Damaged packaging,Packaging,High,Frustrated,65
9991,Need bulk order details,Trade,Medium,Neutral,33
9992,Product stopped working,Product,High,Angry,1
9993,Box was broken,Packaging,High,Frustrated,51
9994,Product stopped working,Product,High,Angry,17
9995,Need bulk order details,Trade,Medium,Neutral,47
9996,Product stopped working,Product,High,Angry,45
9997,Inquiry about pricing,Trade,Low,Neutral,31
9998,Need bulk order details,Trade,Medium,Neutral,45
9999,Trade-related query,Trade,Low,Neutral,8
10000,Product stopped working,Product,High,Angry,66
625899,inquiry for bulk order,Trade,Low,Neutral,3
864521,inquiry for bulk order,Trade,Low,Neutral,8
579887,inquiry for bulk order,Trade,Low,Neutral,40
743006,inquiry for bulk order,Trade,Low,Neutral,21
722549,inquiry for bulk order,Trade,Low,Neutral,8
464192,inquiry for bulk order,Trade,Low,Neutral,26
779754,inquiry for bulk order,Trade,Low,Neutral,30
863091,inquiry for bulk order,Trade,Low,Neutral,45
845285,inquiry for bulk order,Trade,Low,Neutral,47
463585,inquiry for bulk order,Trade,Low,Neutral,45
885393,inquiry for bulk order,Trade,Low,Neutral,46
964044,inquiry for bulk order,Trade,Low,Neutral,16
937235,inquiry for bulk order,Trade,Low,Neutral,45
492732,inquiry for bulk order,Trade,Low,Neutral,1
115572,inquiry for bulk order,Trade,Low,Neutral,17
925283,inquiry for bulk order,Trade,Low,Neutral,16
667354,inquiry for bulk order,Trade,Low,Neutral,17
990194,inquiry for bulk order,Trade,Low,Neutral,48
957307,inquiry for bulk order,Trade,Low,Neutral,5
425324,inquiry for bulk order,Trade,Low,Neutral,22
931121,inquiry for bulk order,Trade,Low,Neutral,16
549926,inquiry for bulk order,Trade,Low,Neutral,30
192331,inquiry for bulk order,Trade,Low,Neutral,13
654178,inquiry for bulk order,Trade,Low,Neutral,23
195259,inquiry for bulk order,Trade,Low,Neutral,16
387300,inquiry for bulk order,Trade,Low,Neutral,37
428331,inquiry for bulk order,Trade,Low,Neutral,21
924325,inquiry for bulk order,Trade,Low,Neutral,28
915410,inquiry for bulk order,Trade,Low,Neutral,44
421872,inquiry for bulk order,Trade,Low,Neutral,46
775374,inquiry for bulk order,Trade,Low,Neutral,40
456165,inquiry for bulk order,Trade,Low,Neutral,5
582264,inquiry for bulk order,Trade,Low,Neutral,7
814377,inquiry for bulk order,Trade,Low,Neutral,48
304337,inquiry for bulk order,Trade,Low,Neutral,42
872488,inquiry for bulk order,Trade,Low,Neutral,39
658592,inquiry for bulk order,Trade,Low,Neutral,21
169134,inquiry for bulk order,Trade,Low,Neutral,11
296889,inquiry for bulk order,Trade,Low,Neutral,45
792610,inquiry for bulk order,Trade,Low,Neutral,45
428305,inquiry for bulk order,Trade,Low,Neutral,48
459666,inquiry for bulk order,Trade,Low,Neutral,43
439416,inquiry for bulk order,Trade,Low,Neutral,21
